Facility.ID,State,xwalk_name_raw,xwalk_name_clean,Source,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Population.Feb20,Capacity,HIFLD.ID,BJS.ID,Source.Population.Feb20,Source.Capacity,Address,City,Zipcode,Latitude,Longitude,County,County.FIPS,Website,Jurisdiction
95,California,CALIFORNIA MENS COLONY CMC,CALIFORNIA MENS COLONY,NA,Prison,Med/Min,Adult,Male,0,NA,3758,3838,10002345,NA,Public Records,Public Records,COLONY DRIVE,SAN LUIS OBISPO,93409,35.32457413,-120.6989005,SAN LUIS OBISPO,6079,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
95,California,CAMENSCOLONY,CALIFORNIA MENS COLONY,NA,Prison,Med/Min,Adult,Male,0,NA,3758,3838,10002345,NA,Public Records,Public Records,COLONY DRIVE,SAN LUIS OBISPO,93409,35.32457413,-120.6989005,SAN LUIS OBISPO,6079,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
95,California,CMC CALIFORNIA MENS COLONY,CALIFORNIA MENS COLONY,NA,Prison,Med/Min,Adult,Male,0,NA,3758,3838,10002345,NA,Public Records,Public Records,COLONY DRIVE,SAN LUIS OBISPO,93409,35.32457413,-120.6989005,SAN LUIS OBISPO,6079,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
95,California,CMC-CA MENS COLONY,CALIFORNIA MENS COLONY,NA,Prison,Med/Min,Adult,Male,0,NA,3758,3838,10002345,NA,Public Records,Public Records,COLONY DRIVE,SAN LUIS OBISPO,93409,35.32457413,-120.6989005,SAN LUIS OBISPO,6079,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
95,California,CMC-CALIFORNIA MENÄÔS COLONY,CALIFORNIA MENS COLONY,NA,Prison,Med/Min,Adult,Male,0,NA,3758,3838,10002345,NA,Public Records,Public Records,COLONY DRIVE,SAN LUIS OBISPO,93409,35.32457413,-120.6989005,SAN LUIS OBISPO,6079,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
95,California,CMC-CALIFORNIA MENS COLONY,CALIFORNIA MENS COLONY,NA,Prison,Med/Min,Adult,Male,0,NA,3758,3838,10002345,NA,Public Records,Public Records,COLONY DRIVE,SAN LUIS OBISPO,93409,35.32457413,-120.6989005,SAN LUIS OBISPO,6079,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
95,California,CMC-CAMENSCOLONY,CALIFORNIA MENS COLONY,NA,Prison,Med/Min,Adult,Male,0,NA,3758,3838,10002345,NA,Public Records,Public Records,COLONY DRIVE,SAN LUIS OBISPO,93409,35.32457413,-120.6989005,SAN LUIS OBISPO,6079,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
96,California,CA REHABILITATION CENTER,CALIFORNIA REHABILITATION CENTER,NA,Prison,NA,Adult,Male,0,NA,3802,1962,10000856,NA,Public Records,Public Records,3195 WESTERN AVENUE,NORCO,92860,33.92691794,-117.5759442,RIVERSIDE,6065,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
96,California,CALIFORNIA REHABILITATION CENTER,CALIFORNIA REHABILITATION CENTER,NA,Prison,NA,Adult,Male,0,NA,3802,1962,10000856,NA,Public Records,Public Records,3195 WESTERN AVENUE,NORCO,92860,33.92691794,-117.5759442,RIVERSIDE,6065,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
96,California,CALIFORNIA REHABILITATION CENTER CRC,CALIFORNIA REHABILITATION CENTER,NA,Prison,NA,Adult,Male,0,NA,3802,1962,10000856,NA,Public Records,Public Records,3195 WESTERN AVENUE,NORCO,92860,33.92691794,-117.5759442,RIVERSIDE,6065,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
96,California,CAREHABILITATIONCENTER,CALIFORNIA REHABILITATION CENTER,NA,Prison,NA,Adult,Male,0,NA,3802,1962,10000856,NA,Public Records,Public Records,3195 WESTERN AVENUE,NORCO,92860,33.92691794,-117.5759442,RIVERSIDE,6065,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
96,California,CRC CALIFORNIA REHABILITATION CENTER,CALIFORNIA REHABILITATION CENTER,NA,Prison,NA,Adult,Male,0,NA,3802,1962,10000856,NA,Public Records,Public Records,3195 WESTERN AVENUE,NORCO,92860,33.92691794,-117.5759442,RIVERSIDE,6065,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
96,California,CRC-CA REHABILITATION CENTER,CALIFORNIA REHABILITATION CENTER,NA,Prison,NA,Adult,Male,0,NA,3802,1962,10000856,NA,Public Records,Public Records,3195 WESTERN AVENUE,NORCO,92860,33.92691794,-117.5759442,RIVERSIDE,6065,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
96,California,CRC-CALIFORNIA REHABILITATION CENTER,CALIFORNIA REHABILITATION CENTER,NA,Prison,NA,Adult,Male,0,NA,3802,1962,10000856,NA,Public Records,Public Records,3195 WESTERN AVENUE,NORCO,92860,33.92691794,-117.5759442,RIVERSIDE,6065,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
96,California,CRC-CAREHABILITATIONCENTER,CALIFORNIA REHABILITATION CENTER,NA,Prison,NA,Adult,Male,0,NA,3802,1962,10000856,NA,Public Records,Public Records,3195 WESTERN AVENUE,NORCO,92860,33.92691794,-117.5759442,RIVERSIDE,6065,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,CA STATE PRISON CORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,CALIFORNIA STATE PRISON CORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,CALIFORNIA STATE PRISON CORCORAN COR,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,CASTATEPRISONCORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,COR CALIFORNIA STATE PRISON CORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,COR-CA STATE PRISON CORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,COR-CALIFORNIA STATE PRISON CORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,COR-CASTATEPRISONCORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,SATF CSP CALIFORNIA SUBSTANCE ABUSE TREATMENT FACILITY AND STATE PRISON CORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,SATF-CSP-CALIFORNIA SUBSTANCE ABUSE TREATMENT FACILITY AND STATE PRISON CORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
97,California,SUBSTANCE ABUSE TREATMENT FACILITY AND STATE PRISON CORCORAN,CALIFORNIA STATE PRISON CORCORAN,NA,Prison,Max/Min,Adult,Male,0,NA,3043,3116,10000824,NA,Public Records,HIFLD,4001 KING AVENUE,CORCORAN,93212,36.06081823,-119.549121,KINGS,6031,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
98,California,CA STATE PRISON LA COUNTY,CALIFORNIA STATE PRISON LOS ANGELES,NA,Prison,Max/Min,Adult,Male,0,NA,3218,2300,10002353,NA,Public Records,Public Records,44750 60TH STREET WEST,LANCASTER,93536,34.69359649,-118.2276136,LOS ANGELES,6037,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
98,California,CALIFORNIA STATE PRISON LOS ANGELES,CALIFORNIA STATE PRISON LOS ANGELES,NA,Prison,Max/Min,Adult,Male,0,NA,3218,2300,10002353,NA,Public Records,Public Records,44750 60TH STREET WEST,LANCASTER,93536,34.69359649,-118.2276136,LOS ANGELES,6037,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
98,California,CALIFORNIA STATE PRISON LOS ANGELES COUNTY LAC,CALIFORNIA STATE PRISON LOS ANGELES,NA,Prison,Max/Min,Adult,Male,0,NA,3218,2300,10002353,NA,Public Records,Public Records,44750 60TH STREET WEST,LANCASTER,93536,34.69359649,-118.2276136,LOS ANGELES,6037,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
98,California,CASTATEPRISONLACOUNTY,CALIFORNIA STATE PRISON LOS ANGELES,NA,Prison,Max/Min,Adult,Male,0,NA,3218,2300,10002353,NA,Public Records,Public Records,44750 60TH STREET WEST,LANCASTER,93536,34.69359649,-118.2276136,LOS ANGELES,6037,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
98,California,LAC CALIFORNIA STATE PRISON LOS ANGELES COUNTY,CALIFORNIA STATE PRISON LOS ANGELES,NA,Prison,Max/Min,Adult,Male,0,NA,3218,2300,10002353,NA,Public Records,Public Records,44750 60TH STREET WEST,LANCASTER,93536,34.69359649,-118.2276136,LOS ANGELES,6037,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
98,California,LAC-CA STATE PRISON LA COUNTY,CALIFORNIA STATE PRISON LOS ANGELES,NA,Prison,Max/Min,Adult,Male,0,NA,3218,2300,10002353,NA,Public Records,Public Records,44750 60TH STREET WEST,LANCASTER,93536,34.69359649,-118.2276136,LOS ANGELES,6037,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
98,California,LAC-CALIFORNIA STATE PRISON LOS ANGELES COUNTY,CALIFORNIA STATE PRISON LOS ANGELES,NA,Prison,Max/Min,Adult,Male,0,NA,3218,2300,10002353,NA,Public Records,Public Records,44750 60TH STREET WEST,LANCASTER,93536,34.69359649,-118.2276136,LOS ANGELES,6037,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
98,California,LAC-CASTATEPRISONLACOUNTY,CALIFORNIA STATE PRISON LOS ANGELES,NA,Prison,Max/Min,Adult,Male,0,NA,3218,2300,10002353,NA,Public Records,Public Records,44750 60TH STREET WEST,LANCASTER,93536,34.69359649,-118.2276136,LOS ANGELES,6037,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
99,California,CA STATE PRISON SACRAMENTO,CALIFORNIA STATE PRISON SACRAMENTO,NA,Prison,Max/Min,Adult,Male,0,NA,2354,1828,10002322,NA,Public Records,Public Records,100 PRISON ROAD,REPRESA,95671,38.69444411,-121.1539037,SACRAMENTO,6067,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
99,California,CALIFORNIA STATE PRISON SACRAMENTO,CALIFORNIA STATE PRISON SACRAMENTO,NA,Prison,Max/Min,Adult,Male,0,NA,2354,1828,10002322,NA,Public Records,Public Records,100 PRISON ROAD,REPRESA,95671,38.69444411,-121.1539037,SACRAMENTO,6067,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
99,California,CALIFORNIA STATE PRISON SACRAMENTO SAC,CALIFORNIA STATE PRISON SACRAMENTO,NA,Prison,Max/Min,Adult,Male,0,NA,2354,1828,10002322,NA,Public Records,Public Records,100 PRISON ROAD,REPRESA,95671,38.69444411,-121.1539037,SACRAMENTO,6067,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
99,California,CASTATEPRISONSACRAMENTO,CALIFORNIA STATE PRISON SACRAMENTO,NA,Prison,Max/Min,Adult,Male,0,NA,2354,1828,10002322,NA,Public Records,Public Records,100 PRISON ROAD,REPRESA,95671,38.69444411,-121.1539037,SACRAMENTO,6067,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
99,California,SAC CALIFORNIA STATE PRISON SACRAMENTO,CALIFORNIA STATE PRISON SACRAMENTO,NA,Prison,Max/Min,Adult,Male,0,NA,2354,1828,10002322,NA,Public Records,Public Records,100 PRISON ROAD,REPRESA,95671,38.69444411,-121.1539037,SACRAMENTO,6067,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
99,California,SAC-CA STATE PRISON SACRAMENTO,CALIFORNIA STATE PRISON SACRAMENTO,NA,Prison,Max/Min,Adult,Male,0,NA,2354,1828,10002322,NA,Public Records,Public Records,100 PRISON ROAD,REPRESA,95671,38.69444411,-121.1539037,SACRAMENTO,6067,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
99,California,SAC-CALIFORNIA STATE PRISON SACRAMENTO,CALIFORNIA STATE PRISON SACRAMENTO,NA,Prison,Max/Min,Adult,Male,0,NA,2354,1828,10002322,NA,Public Records,Public Records,100 PRISON ROAD,REPRESA,95671,38.69444411,-121.1539037,SACRAMENTO,6067,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
99,California,SAC-CASTATEPRISONSACRAMENTO,CALIFORNIA STATE PRISON SACRAMENTO,NA,Prison,Max/Min,Adult,Male,0,NA,2354,1828,10002322,NA,Public Records,Public Records,100 PRISON ROAD,REPRESA,95671,38.69444411,-121.1539037,SACRAMENTO,6067,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,CA STATE PRISON SAN QUENTIN,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,CALIFORNIA STATE PRISON SAN QUENTIN,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,CASTATEPRISONSANQUENTIN,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,SAN QUENTIN STATE PRISON,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,SAN QUENTIN STATE PRISON SQ,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,SQ CA STATE PRISON SAN QUENTIN,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,SQ-CA STATE PRISON SAN QUENTIN,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,SQ-CASTATEPRISONSANQUENTIN,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
100,California,SQ-SAN QUENTIN STATE PRISON,CALIFORNIA STATE PRISON SAN QUENTIN,NA,Prison,Max/Min,Adult,Male,0,NA,4032,3082,10000790,NA,Public Records,Public Records,MAIN STREET,SAN QUENTIN,94964,37.94003982,-122.4903665,MARIN,6041,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
101,California,CA STATE PRISON SOLANO,CALIFORNIA STATE PRISON SOLANO,NA,Prison,Med,Adult,Male,0,NA,4306,2610,10002323,NA,Public Records,Public Records,2100 PEABODY ROAD,VACAVILLE,95687,38.32077652,-121.9752369,SOLANO,6095,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
101,California,CALIFORNIA STATE PRISON SOLANO,CALIFORNIA STATE PRISON SOLANO,NA,Prison,Med,Adult,Male,0,NA,4306,2610,10002323,NA,Public Records,Public Records,2100 PEABODY ROAD,VACAVILLE,95687,38.32077652,-121.9752369,SOLANO,6095,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
101,California,CALIFORNIA STATE PRISON SOLANO SOL,CALIFORNIA STATE PRISON SOLANO,NA,Prison,Med,Adult,Male,0,NA,4306,2610,10002323,NA,Public Records,Public Records,2100 PEABODY ROAD,VACAVILLE,95687,38.32077652,-121.9752369,SOLANO,6095,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
101,California,CASTATEPRISONSOLANO,CALIFORNIA STATE PRISON SOLANO,NA,Prison,Med,Adult,Male,0,NA,4306,2610,10002323,NA,Public Records,Public Records,2100 PEABODY ROAD,VACAVILLE,95687,38.32077652,-121.9752369,SOLANO,6095,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
101,California,SOL CALIFORNIA STATE PRISON SOLANO,CALIFORNIA STATE PRISON SOLANO,NA,Prison,Med,Adult,Male,0,NA,4306,2610,10002323,NA,Public Records,Public Records,2100 PEABODY ROAD,VACAVILLE,95687,38.32077652,-121.9752369,SOLANO,6095,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
101,California,SOL-CA STATE PRISON SOLANO,CALIFORNIA STATE PRISON SOLANO,NA,Prison,Med,Adult,Male,0,NA,4306,2610,10002323,NA,Public Records,Public Records,2100 PEABODY ROAD,VACAVILLE,95687,38.32077652,-121.9752369,SOLANO,6095,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
101,California,SOL-CALIFORNIA STATE PRISON SOLANO,CALIFORNIA STATE PRISON SOLANO,NA,Prison,Med,Adult,Male,0,NA,4306,2610,10002323,NA,Public Records,Public Records,2100 PEABODY ROAD,VACAVILLE,95687,38.32077652,-121.9752369,SOLANO,6095,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
101,California,SOL-CASTATEPRISONSOLANO,CALIFORNIA STATE PRISON SOLANO,NA,Prison,Med,Adult,Male,0,NA,4306,2610,10002323,NA,Public Records,Public Records,2100 PEABODY ROAD,VACAVILLE,95687,38.32077652,-121.9752369,SOLANO,6095,https://www.cdcr.ca.gov/covid19/population-status-tracking/,state
102,California,CAL CALIPATRIA STATE PRISON,CALIPATRIA STATE PRISON,NA,Prison,Max/Min,Adult,Male,0,NA,3109,2308,10002347,NA,Public Records,Public Records,7018 BLAIR ROAD,CALIPATRIA,92233,33.16569337,-115.484344,IMPERIAL,6025,http://www.cdcr.ca.gov/Facilities_Locator/,state
102,California,CAL-CALIPATRIA STATE PRISON,CALIPATRIA STATE PRISON,NA,Prison,Max/Min,Adult,Male,0,NA,3109,2308,10002347,NA,Public Records,Public Records,7018 BLAIR ROAD,CALIPATRIA,92233,33.16569337,-115.484344,IMPERIAL,6025,http://www.cdcr.ca.gov/Facilities_Locator/,state
102,California,CAL-CALIPATRIASTATEPRISON,CALIPATRIA STATE PRISON,NA,Prison,Max/Min,Adult,Male,0,NA,3109,2308,10002347,NA,Public Records,Public Records,7018 BLAIR ROAD,CALIPATRIA,92233,33.16569337,-115.484344,IMPERIAL,6025,http://www.cdcr.ca.gov/Facilities_Locator/,state
102,California,CALIPATRIA STATE PRISON,CALIPATRIA STATE PRISON,NA,Prison,Max/Min,Adult,Male,0,NA,3109,2308,10002347,NA,Public Records,Public Records,7018 BLAIR ROAD,CALIPATRIA,92233,33.16569337,-115.484344,IMPERIAL,6025,http://www.cdcr.ca.gov/Facilities_Locator/,state
102,California,CALIPATRIA STATE PRISON CAL,CALIPATRIA STATE PRISON,NA,Prison,Max/Min,Adult,Male,0,NA,3109,2308,10002347,NA,Public Records,Public Records,7018 BLAIR ROAD,CALIPATRIA,92233,33.16569337,-115.484344,IMPERIAL,6025,http://www.cdcr.ca.gov/Facilities_Locator/,state
102,California,CALIPATRIASTATEPRISON,CALIPATRIA STATE PRISON,NA,Prison,Max/Min,Adult,Male,0,NA,3109,2308,10002347,NA,Public Records,Public Records,7018 BLAIR ROAD,CALIPATRIA,92233,33.16569337,-115.484344,IMPERIAL,6025,http://www.cdcr.ca.gov/Facilities_Locator/,state
1722,California,CDCR CCHCS WORKSITE LOCATION ALAMEDA COUNTY,CDCR CCHCS WORKSITE LOCATION ALAMEDA COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
1722,California,CDCRCCHCS WORKSITE LOCATIONALAMEDA COUNTY,CDCR CCHCS WORKSITE LOCATION ALAMEDA COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
103,California,CDCR CCHCS WORKSITE LOCATION FRESNO COUNTY,CDCR CCHCS WORKSITE LOCATION FRESNO COUNTY,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1719,California,CDCR CCHCS WORKSITE LOCATION HUMBOLDT COUNTY,CDCR CCHCS WORKSITE LOCATION HUMBOLDT COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
1719,California,CDCRCCHCS WORKSITE LOCATION HUMBOLDT COUNTY,CDCR CCHCS WORKSITE LOCATION HUMBOLDT COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
104,California,CDCR CCHCS WORKSITE LOCATION IMPERIAL COUNTY,CDCR CCHCS WORKSITE LOCATION IMPERIAL COUNTY,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
105,California,CDCR CCHCS WORKSITE LOCATION KERN COUNTY,CDCR CCHCS WORKSITE LOCATION KERN COUNTY,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
106,California,CDCR CCHCS WORKSITE LOCATION MENDOCINO COUNTY,CDCR CCHCS WORKSITE LOCATION MENDOCINO COUNTY,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1723,California,CDCR CCHCS WORKSITE LOCATION MERCED COUNTY,CDCR CCHCS WORKSITE LOCATION MERCED COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
1723,California,CDCRCCHCS WORKSITE LOCATIONMERCED COUNTY,CDCR CCHCS WORKSITE LOCATION MERCED COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
107,California,CDCR CCHCS WORKSITE LOCATION ORANGE COUNTY,CDCR CCHCS WORKSITE LOCATION ORANGE COUNTY,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1720,California,CDCR CCHCS WORKSITE LOCATION SAN FRANCISCO COUNTY,CDCR CCHCS WORKSITE LOCATION SAN FRANCISCO COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
1720,California,CDCRCCHCS WORKSITE LOCATION SAN FRANCISCO COUNTY,CDCR CCHCS WORKSITE LOCATION SAN FRANCISCO COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
108,California,CDCR CCHCS WORKSITE LOCATION SAN LUIS OBISPO COUNTY,CDCR CCHCS WORKSITE LOCATION SAN LUIS OBISPO COUNTY,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
109,California,CDCR CCHCS WORKSITE LOCATION SANTA CLARA COUNTY,CDCR CCHCS WORKSITE LOCATION SANTA CLARA COUNTY,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
1721,California,CDCR CCHCS WORKSITE LOCATION YOLO COUNTY,CDCR CCHCS WORKSITE LOCATION YOLO COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
1721,California,CDCRCCHCS WORKSITE LOCATION YOLO COUNTY,CDCR CCHCS WORKSITE LOCATION YOLO COUNTY,NA,Work Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.155177,-119.543418,NA,NA,NA,state
110,California,CDCR CCHCS WORKSITE SOUTHERN REGION,CDCR CCHCS WORKSITE SOUTHERN REGION,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state
111,California,CALIFORNIA STATE PRISON CENTINELA CEN,CENTINELA STATE PRISON,NA,Prison,Max/Min,Adult,Male,0,NA,3475,2308,10002348,NA,Public Records,Public Records,2302 BROWN ROAD,IMPERIAL,92251,32.82339731,-115.7890555,IMPERIAL,6025,http://www.cdcr.ca.gov/Facilities_Locator/,state
