"Facility.ID","State","xwalk_name_raw","xwalk_name_clean","Jurisdiction"
569,"Kentucky","NORTHPOINT TRAINING CENTER","NORTHPOINT TRAINING CENTER","state"
570,"Kentucky","ROEDERER CC","ROEDERER CORRECTIONAL COMPLEX","state"
570,"Kentucky","ROEDERER CORRECTIONAL COMPLEX","ROEDERER CORRECTIONAL COMPLEX","state"
571,"Kentucky","STATEWIDE","STATEWIDE","state"
572,"Kentucky","WESTERN KENTUCKY CC","WESTERN KENTUCKY CORRECTIONAL COMPLEX","state"
572,"Kentucky","WESTERN KENTUCKY CORRECTIONAL COMPLEX","WESTERN KENTUCKY CORRECTIONAL COMPLEX","state"
572,"Kentucky","WESTERN KY CORRECTIONAL COMPLEX","WESTERN KENTUCKY CORRECTIONAL COMPLEX","state"
573,"Louisiana","ALLEN CORRECTIONAL CENTER","ALLEN CORRECTIONAL CENTER","state"
574,"Louisiana","DAVID WADE CORRECTIONAL CENTER","DAVID WADE CORRECTIONAL CENTER","state"
575,"Louisiana","DIXON CORRECTIONAL INSTITUTE","DIXON CORRECTIONAL INSTITUTE","state"
576,"Louisiana","ELAYN HUNT CORRECTIONAL CENTER","ELAYN HUNT CORRECTIONAL CENTER","state"
577,"Louisiana","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN","state"
578,"Louisiana","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN - HUNT","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN HUNT","state"
578,"Louisiana","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN HUNT","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN HUNT","state"
579,"Louisiana","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN - JETSON","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN JETSON","state"
579,"Louisiana","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN JETSON","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN JETSON","state"
579,"Louisiana","LOUISIANA INSTITUTE FOR WOMEN - JETSON","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN JETSON","state"
580,"Louisiana","LOUISIANA STATE PENITENTIARY","LOUISIANA STATE PENITENTIARY","state"
583,"Louisiana","ORLEANS PARISH","ORLEANS PARISH JAILS","county"
583,"Louisiana","ORLEANS PARISH JAILS","ORLEANS PARISH JAILS","county"
586,"Louisiana","BB RAYBURN CORRECTIONAL CENTER","RAYBURN CORRECTIONAL CENTER","state"
586,"Louisiana","RAYBURN CORRECTIONAL CENTER","RAYBURN CORRECTIONAL CENTER","state"
587,"Louisiana","RAYMOND LABORDE CORRECTIONAL CENTER","RAYMOND LABORDE CORRECTIONAL CENTER","state"
589,"Louisiana","STATEWIDE","STATEWIDE","state"
591,"Maine","BCF","BOLDUC CORRECTIONAL FACILITY","state"
591,"Maine","BOLDUC CORRECTIONAL FACILITY","BOLDUC CORRECTIONAL FACILITY","state"
592,"Maine","MAINE CORRECTIONAL CENTER MCC","MAINE CORRECTIONAL CENTER MCC","state"
593,"Maine","MAINE CORRECTIONAL WOMENS CENTER","MAINE CORRECTIONAL WOMENS CENTER","state"
593,"Maine","WOMEN","MAINE CORRECTIONAL WOMENS CENTER","state"
594,"Maine","MAINE STATE PRISON","MAINE STATE PRISON","state"
594,"Maine","MSP","MAINE STATE PRISON","state"
595,"Maine","MOUNTAIN VIEW CORRECTIONAL FACILITY","MOUNTAIN VIEW CORRECTIONAL FACILITY","state"
595,"Maine","MVCF","MOUNTAIN VIEW CORRECTIONAL FACILITY","state"
596,"Maine","PHELPS COUNTY CORRECTIONS","PHELPS COUNTY CORRECTIONS","state"
597,"Maine","STATEWIDE ADULT","STATEWIDE ADULT","state"
598,"Maine","STATEWIDE JUVENILE","STATEWIDE JUVENILE","state"
599,"Maryland","BALTIMORE CENTRAL BOOKING INTAKE CENTER","BALTIMORE CENTRAL BOOKING INTAKE CENTER","state"
599,"Maryland","BCBIC-BALTIMORE CENTRAL BOOKING INTAKE CENTER","BALTIMORE CENTRAL BOOKING INTAKE CENTER","state"
600,"Maryland","BALTIMORE CITY CC","BALTIMORE CITY CORRECTIONAL CENTER","state"
600,"Maryland","BALTIMORE CITY CORRECTIONAL CENTER","BALTIMORE CITY CORRECTIONAL CENTER","state"
600,"Maryland","BCCC BALTIMORE CITY CC","BALTIMORE CITY CORRECTIONAL CENTER","state"
600,"Maryland","BCCC BALTIMORE CITY CORRECTIONAL CENTER","BALTIMORE CITY CORRECTIONAL CENTER","state"
600,"Maryland","BCCC-BALTIMORE CITY CC","BALTIMORE CITY CORRECTIONAL CENTER","state"
601,"Maryland","BALTIMORE PRE RELEASE FACILITY JESSUP","BALTIMORE PRE RELEASE FACILITY JESSUP","state"
602,"Maryland","CDF CHESAPEAKE DETENTION FACILITY","CHESAPEAKE DETENTION FACILITY","state"
602,"Maryland","CDF-CHESAPEAKE DETENTION FACILITY","CHESAPEAKE DETENTION FACILITY","state"
602,"Maryland","CHESAPEAKE DETENTION CENTER","CHESAPEAKE DETENTION FACILITY","state"
602,"Maryland","CHESAPEAKE DETENTION FACILITY","CHESAPEAKE DETENTION FACILITY","state"
603,"Maryland","CMCF CENTRAL MARYLAND CF","CMCF CENTRAL MARYLAND CF","state"
603,"Maryland","CMCF-CENTRAL MARYLAND CF","CMCF CENTRAL MARYLAND CF","state"
605,"Maryland","DORSEY RUN CORRECTIONAL FACILITY","DORSEY RUN CORRECTIONAL FACILITY","state"
605,"Maryland","DORSEY RUN CORRECTIONAL FACILITY JESSUP","DORSEY RUN CORRECTIONAL FACILITY","state"
605,"Maryland","DRCF DORSEY RUN CF","DORSEY RUN CORRECTIONAL FACILITY","state"
605,"Maryland","DRCF DORSEY RUN CORRECTIONAL FACILITY","DORSEY RUN CORRECTIONAL FACILITY","state"
605,"Maryland","DRCF-DORSEY RUN CF","DORSEY RUN CORRECTIONAL FACILITY","state"
607,"Maryland","EASTERN CI ANNEX","EASTERN CI ANNEX","state"
608,"Maryland","EASTERN CI","EASTERN CORRECTIONAL INSTITUTION","state"
608,"Maryland","EASTERN CORRECTIONAL INSTITUTION","EASTERN CORRECTIONAL INSTITUTION","state"
608,"Maryland","ECI EASTERN CI","EASTERN CORRECTIONAL INSTITUTION","state"
608,"Maryland","ECI EASTERN CORRECTIONAL INSTITUTION","EASTERN CORRECTIONAL INSTITUTION","state"
608,"Maryland","ECI-EASTERN CI","EASTERN CORRECTIONAL INSTITUTION","state"
609,"Maryland","EASTERN PRE-RELEASE UNIT","EASTERN PRERELEASE UNIT","state"
609,"Maryland","EASTERN PRERELEASE UNIT","EASTERN PRERELEASE UNIT","state"
609,"Maryland","EPRU EASTERN PRE RELEASE UNIT","EASTERN PRERELEASE UNIT","state"
609,"Maryland","EPRU-EASTERN PRE-RELEASE UNIT","EASTERN PRERELEASE UNIT","state"
611,"Maryland","JCI-JESSUP CI","JESSUP CORRECTIONAL INSTITUTION","state"
611,"Maryland","JESSUP CI","JESSUP CORRECTIONAL INSTITUTION","state"
611,"Maryland","JESSUP CORRECTIONAL INSTITUTION","JESSUP CORRECTIONAL INSTITUTION","state"
2185,"Maryland","MARYLAND CI - JESSUP","MARYLAND CORRECTIONAL INSTITUTION - JESSUP","state"
2185,"Maryland","MARYLAND CORRECTIONAL INSTITUTION JESSUP","MARYLAND CORRECTIONAL INSTITUTION - JESSUP","state"
2185,"Maryland","MCI-J-MARYLAND CI - JESSUP","MARYLAND CORRECTIONAL INSTITUTION - JESSUP","state"
613,"Maryland","MARYLAND CI FOR WOMEN","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN","state"
613,"Maryland","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN","state"
613,"Maryland","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN JESSUP","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN","state"
613,"Maryland","MCI W MARYLAND CI FOR WOMEN","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN","state"
613,"Maryland","MCI W MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN","state"
613,"Maryland","MCI-W-MARYLAND CI FOR WOMEN","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN","state"
2182,"Maryland","NBC","NORTH BRANCH CORRECTIONAL INSTITUTION","state"
2182,"Maryland","NBCI NORTH BRANCH CI","NORTH BRANCH CORRECTIONAL INSTITUTION","state"
2182,"Maryland","NBCI NORTH BRANCH CORRECTIONAL INSTITUTION","NORTH BRANCH CORRECTIONAL INSTITUTION","state"
2182,"Maryland","NBCI-NORTH BRANCH CI","NORTH BRANCH CORRECTIONAL INSTITUTION","state"
2182,"Maryland","NORTH BRANCH CI","NORTH BRANCH CORRECTIONAL INSTITUTION","state"
614,"Maryland","MARYLAND CI - HAGERSTOWN","MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN","state"
614,"Maryland","MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN","MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN","state"
614,"Maryland","MCI H MARYLAND CI HAGERSTOWN","MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN","state"
614,"Maryland","MCI H MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN","MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN","state"
614,"Maryland","MCI-H-MARYLAND CI - HAGERSTOWN","MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN","state"
615,"Maryland","MARYLAND CORRECTIONAL TRAINING CENTER","MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN","state"
615,"Maryland","MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN","MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN","state"
615,"Maryland","MCTC-MARYLAND CORRECTIONAL TRAINING CENTER","MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN","state"
616,"Maryland","MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER","MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER","state"
616,"Maryland","MRDCC MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER","MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER","state"
616,"Maryland","MRDCC-MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER","MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER","state"
617,"Maryland","METROPOLITAN TRANSITION CENTER","METROPOLITAN TRANSITION CENTER BALTIMORE","state"
617,"Maryland","METROPOLITAN TRANSITION CENTER BALTIMORE","METROPOLITAN TRANSITION CENTER BALTIMORE","state"
617,"Maryland","MTC METROPOLITAN TRANSITION CENTER BALTIMORE","METROPOLITAN TRANSITION CENTER BALTIMORE","state"
617,"Maryland","MTC-METROPOLITAN TRANSITION CENTER","METROPOLITAN TRANSITION CENTER BALTIMORE","state"
619,"Maryland","NON RESIDENTIAL LOCATION","NON RESIDENTIAL LOCATION","state"
619,"Maryland","NON-RESIDENTIA LOCATION","NON RESIDENTIAL LOCATION","state"
619,"Maryland","NON-RESIDENTIAL LOCATION","NON RESIDENTIAL LOCATION","state"
620,"Maryland","PATUXENT INSTITUTION","PATUXENT INSTITUTION","state"
620,"Maryland","PATX PATUXENT INSTITUTION","PATUXENT INSTITUTION","state"
620,"Maryland","PATX-PATUXENT INSTITUTION","PATUXENT INSTITUTION","state"
621,"Maryland","RCI ROXBURY CI","ROXBURY CORRECTIONAL INSTITUTION","state"
621,"Maryland","RCI ROXBURY CORRECTIONAL INSTITUTION","ROXBURY CORRECTIONAL INSTITUTION","state"
621,"Maryland","RCI-ROXBURY CI","ROXBURY CORRECTIONAL INSTITUTION","state"
621,"Maryland","ROXBURY CI","ROXBURY CORRECTIONAL INSTITUTION","state"
621,"Maryland","ROXBURY CORRECTIONAL INSTITUTION","ROXBURY CORRECTIONAL INSTITUTION","state"
624,"Maryland","SMPRU SOUTHERN MARYLAND PRE RELEASE UNIT","SOUTHERN MARYLAND PRERELEASE UNIT","state"
624,"Maryland","SMPRU-SOUTHERN MARYLAND PRE-RELEASE UNIT","SOUTHERN MARYLAND PRERELEASE UNIT","state"
624,"Maryland","SOUTHERN MARYLAND PRE-RELEASE UNIT","SOUTHERN MARYLAND PRERELEASE UNIT","state"
624,"Maryland","SOUTHERN MARYLAND PRERELEASE UNIT","SOUTHERN MARYLAND PRERELEASE UNIT","state"
625,"Maryland","STATEWIDE","STATEWIDE","state"
627,"Maryland","WCI WESTERN CI","WESTERN CORRECTIONAL INSTITUTION","state"
627,"Maryland","WCI WESTERN CORRECTIONAL INSTITUTION","WESTERN CORRECTIONAL INSTITUTION","state"
627,"Maryland","WCI-WESTERN CI","WESTERN CORRECTIONAL INSTITUTION","state"
627,"Maryland","WESTERN CI","WESTERN CORRECTIONAL INSTITUTION","state"
627,"Maryland","WESTERN CORRECTIONAL INSTITUTION","WESTERN CORRECTIONAL INSTITUTION","state"
628,"Maryland","YDC YOUTH DETENTION CENTER","YOUTH DETENTION CENTER","state"
628,"Maryland","YDC-YOUTH DETENTION CENTER","YOUTH DETENTION CENTER","state"
628,"Maryland","YOUTH DETENTION CENTER","YOUTH DETENTION CENTER","state"
629,"Massachusetts","BOSTON PRE","BOSTON PRERELEASE CENTER","state"
629,"Massachusetts","BOSTON PRE-RELEASE","BOSTON PRERELEASE CENTER","state"
629,"Massachusetts","BOSTON PRERELEASE CENTER","BOSTON PRERELEASE CENTER","state"
630,"Massachusetts","BRIDGEWATER STATE HOSPITAL","BRIDGEWATER STATE HOSPITAL","state"
630,"Massachusetts","BSH","BRIDGEWATER STATE HOSPITAL","state"
630,"Massachusetts","STATE HOSPITAL BRIDGEWATER","BRIDGEWATER STATE HOSPITAL","state"
634,"Massachusetts","LEMUEL SHATTUCK HOSPITAL","LEMUEL SHATTUCK HOSPITAL","state"
634,"Massachusetts","LSH","LEMUEL SHATTUCK HOSPITAL","state"
635,"Massachusetts","MASAC","MASSACHUSETTS ALCOHOL AND SUBSTANCE ABUSE CENTER","state"
635,"Massachusetts","MASSACHUSETTS ALCOHOL AND SUBSTANCE ABUSE CENTER","MASSACHUSETTS ALCOHOL AND SUBSTANCE ABUSE CENTER","state"
636,"Massachusetts","MASSACHUSETTS CORRECTIONAL INSTITUTION CONCORD","MASSACHUSETTS CORRECTIONAL INSTITUTION CONCORD","state"
636,"Massachusetts","MCI C","MASSACHUSETTS CORRECTIONAL INSTITUTION CONCORD","state"
636,"Massachusetts","MCI CONCORD","MASSACHUSETTS CORRECTIONAL INSTITUTION CONCORD","state"
636,"Massachusetts","MCI-C","MASSACHUSETTS CORRECTIONAL INSTITUTION CONCORD","state"
637,"Massachusetts","MASSACHUSETTS CORRECTIONAL INSTITUTION FRAMINGHAM","MASSACHUSETTS CORRECTIONAL INSTITUTION FRAMINGHAM","state"
637,"Massachusetts","MCI F","MASSACHUSETTS CORRECTIONAL INSTITUTION FRAMINGHAM","state"
637,"Massachusetts","MCI FRAMINGHAM","MASSACHUSETTS CORRECTIONAL INSTITUTION FRAMINGHAM","state"
637,"Massachusetts","MCI-F","MASSACHUSETTS CORRECTIONAL INSTITUTION FRAMINGHAM","state"
638,"Massachusetts","MASSACHUSETTS CORRECTIONAL INSTITUTION NORFOLK","MASSACHUSETTS CORRECTIONAL INSTITUTION NORFOLK","state"
638,"Massachusetts","MCI NORFOLK","MASSACHUSETTS CORRECTIONAL INSTITUTION NORFOLK","state"
638,"Massachusetts","MCI-NORFOLK","MASSACHUSETTS CORRECTIONAL INSTITUTION NORFOLK","state"
639,"Massachusetts","MA CI SHIRLEY","MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY","state"
639,"Massachusetts","MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY","MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY","state"
639,"Massachusetts","MCI SHIRLEY","MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY","state"
639,"Massachusetts","MCI SHIRLEY MIN","MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY","state"
639,"Massachusetts","MCI SHIRLEY MINIMUM","MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY","state"
639,"Massachusetts","MCI-SHIRLEY","MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY","state"
639,"Massachusetts","MCI-SHIRLEY MIN","MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY","state"
640,"Massachusetts","MASSACHUSETTS CORRECTIONAL INSTIUTION CEDAR JUNCTION","MASSACHUSETTS CORRECTIONAL INSTIUTION CEDAR JUNCTION","state"
640,"Massachusetts","MCI CEDAR JUNCTION WALPOLE","MASSACHUSETTS CORRECTIONAL INSTIUTION CEDAR JUNCTION","state"
640,"Massachusetts","MCI CJ","MASSACHUSETTS CORRECTIONAL INSTIUTION CEDAR JUNCTION","state"
640,"Massachusetts","MCI-CJ","MASSACHUSETTS CORRECTIONAL INSTIUTION CEDAR JUNCTION","state"
641,"Massachusetts","MA TC BRIDGEWATER","MASSACHUSETTS TREATMENT CENTER","state"
641,"Massachusetts","MASSACHUSETTS TREATMENT CENTER","MASSACHUSETTS TREATMENT CENTER","state"
641,"Massachusetts","MTC","MASSACHUSETTS TREATMENT CENTER","state"
642,"Massachusetts","NON FACILITY","NON FACILITY","state"
642,"Massachusetts","NON-FACILITY","NON FACILITY","state"
643,"Massachusetts","NCCI GARDN","NORTH CENTRAL CORRECTIONAL INSTITUTION","state"
643,"Massachusetts","NCCI GARDNER","NORTH CENTRAL CORRECTIONAL INSTITUTION","state"
643,"Massachusetts","NCCI GARDNER MINIMUM","NORTH CENTRAL CORRECTIONAL INSTITUTION","state"
643,"Massachusetts","NCCI-GARDN","NORTH CENTRAL CORRECTIONAL INSTITUTION","state"
643,"Massachusetts","NORTH CENTRAL CORRECTIONAL INSTITUTION","NORTH CENTRAL CORRECTIONAL INSTITUTION","state"
644,"Massachusetts","BOWLING GREEN NECC","NORTHEASTERN CORRECTIONAL CENTER","state"
644,"Massachusetts","NECC","NORTHEASTERN CORRECTIONAL CENTER","state"
644,"Massachusetts","NECC BOWLING GREEN","NORTHEASTERN CORRECTIONAL CENTER","state"
644,"Massachusetts","NECC CONCORD","NORTHEASTERN CORRECTIONAL CENTER","state"
644,"Massachusetts","NORTHEASTERN CORRECTIONAL CENTER","NORTHEASTERN CORRECTIONAL CENTER","state"
645,"Massachusetts","FORDLAND OCC","OLD COLONY CORRECTIONAL CENTER","state"
645,"Massachusetts","OCC FORDLAND","OLD COLONY CORRECTIONAL CENTER","state"
645,"Massachusetts","OCCC","OLD COLONY CORRECTIONAL CENTER","state"
645,"Massachusetts","OCCC MINIMUM","OLD COLONY CORRECTIONAL CENTER","state"
645,"Massachusetts","OCOC","OLD COLONY CORRECTIONAL CENTER","state"
645,"Massachusetts","OLD COLONY CORRECTIONAL CENTER","OLD COLONY CORRECTIONAL CENTER","state"
646,"Massachusetts","PONDVILLE","PONDVILLE CORRECTIONAL CENTER","state"
646,"Massachusetts","PONDVILLE CORRECTIONAL CENTER","PONDVILLE CORRECTIONAL CENTER","state"
647,"Massachusetts","SMCC","SOUTH MIDDLESEX CORRECTIONAL CENTER","state"
647,"Massachusetts","SOUTH MIDDLESEX CORRECTIONAL CENTER","SOUTH MIDDLESEX CORRECTIONAL CENTER","state"
648,"Massachusetts","SBCC","SOUZA BARANOWSKI CORRECTIONAL CENTER","state"
648,"Massachusetts","SOUZA - BARANOWSKI CORRECTIONAL CENTER","SOUZA BARANOWSKI CORRECTIONAL CENTER","state"
648,"Massachusetts","SOUZA BARANOWSKI CORRECTIONAL CENTER","SOUZA BARANOWSKI CORRECTIONAL CENTER","state"
649,"Massachusetts","STATEWIDE","STATEWIDE","state"
650,"Michigan","ALGER CORRECTIONA FACILITY","ALGER CORRECTIONAL FACILITY","state"
650,"Michigan","ALGER CORRECTIONAL FACILITY","ALGER CORRECTIONAL FACILITY","state"
651,"Michigan","BARAGA CORRECTIONA FACILITY","BARAGA CORRECTIONAL FACILITY","state"
651,"Michigan","BARAGA CORRECTIONAL FACILITY","BARAGA CORRECTIONAL FACILITY","state"
652,"Michigan","BELLAMY CREEK CORRECTIONA FACILITY","BELLAMY CREEK CORRECTIONAL FACILITY","state"
652,"Michigan","BELLAMY CREEK CORRECTIONAL FACILITY","BELLAMY CREEK CORRECTIONAL FACILITY","state"
653,"Michigan","CARSON CITY CORRECTIONAL FACILITY","CARSON CITY CORRECTIONAL FACILITY","state"
654,"Michigan","CENTRA MICHIGAN CORRECTIONAL FACILITY","CENTRAL MICHIGAN CORRECTIONAL FACILITY","state"
654,"Michigan","CENTRAL MICHIGAN CORRECTIONAL FACILITY","CENTRAL MICHIGAN CORRECTIONAL FACILITY","state"
655,"Michigan","CENTRA OFFICE COA","CENTRAL OFFICE","state"
655,"Michigan","CENTRAL OFFICE","CENTRAL OFFICE","state"
655,"Michigan","CENTRAL OFFICE COA","CENTRAL OFFICE","state"
655,"Michigan","CO","CENTRAL OFFICE","state"
656,"Michigan","CHARLES E EGELER RECEPTION AND GUIDANCE CENTER","CHARLES E EGELER RECEPTION AND GUIDANCE CENTER","state"
659,"Michigan","CHIPPEWA CORRECTIONA FACILITY","CHIPPEWA CORRECTIONAL FACILITY","state"
659,"Michigan","CHIPPEWA CORRECTIONAL FACILITY","CHIPPEWA CORRECTIONAL FACILITY","state"
661,"Michigan","COOPER STREET CORRECTIONAL FACILITY","COOPER STREET CORRECTIONAL FACILITY","state"
662,"Michigan","DETROIT DETENTION CENTER","DETROIT DETENTION CENTER","state"
663,"Michigan","DETROIT REENTRY CENTER","DETROIT REENTRY CENTER","state"
663,"Michigan","DETROIT RENTRY CENTER NOW CLOSED","DETROIT REENTRY CENTER","state"
664,"Michigan","DUANE WATERS HEALTH CENTER","DUANE WATERS HEALTH CENTER","state"
665,"Michigan","EARNEST C BROOKS CORRECTIONA FACILITY","EARNEST C BROOKS CORRECTIONAL FACILITY","state"
665,"Michigan","EARNEST C BROOKS CORRECTIONAL FACILITY","EARNEST C BROOKS CORRECTIONAL FACILITY","state"
665,"Michigan","ERNEST C BROOKS CORRECTIONAL FACILITY","EARNEST C BROOKS CORRECTIONAL FACILITY","state"
666,"Michigan","FIELD OPERATIONS ADMINISTRATION METRO","FIELD OPERATIONS ADMINISTRATION METRO","state"
667,"Michigan","FIELD OPERATIONS ADMINISTRATION OUTSTATE","FIELD OPERATIONS ADMINISTRATION OUTSTATE","state"
668,"Michigan","G ROBERT COTTON CORRECTIONAL FACILITY","G ROBERT COTTON CORRECTIONAL FACILITY","state"
669,"Michigan","GUS HARRISON CORRECTIONAL FACILITY","GUS HARRISON CORRECTIONAL FACILITY","state"
669,"Michigan","HARRISON SATELLITE FACILITY","GUS HARRISON CORRECTIONAL FACILITY","state"
671,"Michigan","IONIA CORRECTIONAL FACILITY","IONIA CORRECTIONAL FACILTY","state"
671,"Michigan","IONIA CORRECTIONAL FACILTY","IONIA CORRECTIONAL FACILTY","state"
671,"Michigan","LONIA CORRECTIONA FACILITY","IONIA CORRECTIONAL FACILTY","state"
671,"Michigan","LONIA CORRECTIONAL FACILITY","IONIA CORRECTIONAL FACILTY","state"
672,"Michigan","JACKSON REGIONA WAREHOUSE","JACKSON REGIONAL WAREHOUSE","state"
672,"Michigan","JACKSON REGIONAL WAREHOUSE","JACKSON REGIONAL WAREHOUSE","state"
673,"Michigan","KINROSS CORRECTIONAL FACILITY","KINROSS CORRECTIONAL FACILITY","state"
674,"Michigan","LAKELAND CORRECTIONA FACILITY","LAKELAND CORRECTIONAL FACILITY","state"
674,"Michigan","LAKELAND CORRECTIONAL FACILITY","LAKELAND CORRECTIONAL FACILITY","state"
675,"Michigan","MACOMB CORRECTIONA FACILITY","MACOMB CORRECTIONAL FACILITY","state"
675,"Michigan","MACOMB CORRECTIONAL FACILITY","MACOMB CORRECTIONAL FACILITY","state"
676,"Michigan","MARQUETTE BRANCH PRISON","MARQUETTE BRANCH PRISON","state"
677,"Michigan","MICHIGAN REFORMATORY","MICHIGAN REFORMATORY","state"
677,"Michigan","MVICHIGAN REFORMATORY","MICHIGAN REFORMATORY","state"
679,"Michigan","MUSKEGO CORRECTIONAL FACILITY","MUSKEGON CORRECTIONAL FACILITY","state"
679,"Michigan","MUSKEGON CORRECTIONA FACILITY","MUSKEGON CORRECTIONAL FACILITY","state"
679,"Michigan","MUSKEGON CORRECTIONAL FACILITY","MUSKEGON CORRECTIONAL FACILITY","state"
680,"Michigan","NEWBERRY CORRECTIONA FACILITY","NEWBERRY CORRECTIONAL FACILITY","state"
680,"Michigan","NEWBERRY CORRECTIONAL FACILITY","NEWBERRY CORRECTIONAL FACILITY","state"
682,"Michigan","OAKS CORRECTIONA FACILITY","OAKS CORRECTIONAL FACILITY","state"
682,"Michigan","OAKS CORRECTIONAL FACILITY","OAKS CORRECTIONAL FACILITY","state"
682,"Michigan","OAKS CORRECTIONAL FACILTY","OAKS CORRECTIONAL FACILITY","state"
683,"Michigan","PARNAL CORRECTIONAL FACILITY","PARNALL CORRECTIONAL FACILITY","state"
683,"Michigan","PARNALL CORRECTIONA FACILITY","PARNALL CORRECTIONAL FACILITY","state"
683,"Michigan","PARNALL CORRECTIONAL FACILITY","PARNALL CORRECTIONAL FACILITY","state"
684,"Michigan","RICHARD A HANDION CORRECTIONAL FACILITY","RICHARD A HANDLON CORRECTIONAL FACILITY","state"
684,"Michigan","RICHARD A HANDLON CORRECTIONA FACILITY","RICHARD A HANDLON CORRECTIONAL FACILITY","state"
684,"Michigan","RICHARD A HANDLON CORRECTIONAL FACILITY","RICHARD A HANDLON CORRECTIONAL FACILITY","state"
685,"Michigan","SAGINAW CORRECTIONA FACILITY","SAGINAW CORRECTIONAL FACILITY","state"
685,"Michigan","SAGINAW CORRECTIONAL FACILITY","SAGINAW CORRECTIONAL FACILITY","state"
686,"Michigan","ST LOUIS CORRECTIONA FACILITY","ST LOUIS CORRECTIONAL FACILITY","state"
686,"Michigan","ST LOUIS CORRECTIONAL FACILITY","ST LOUIS CORRECTIONAL FACILITY","state"
687,"Michigan","STATEWIDE","STATEWIDE","state"
688,"Michigan","THUMB CORRECTIONA FACILITY","THUMB CORRECTIONAL FACILITY","state"
688,"Michigan","THUMB CORRECTIONAL FACILITY","THUMB CORRECTIONAL FACILITY","state"
689,"Michigan","WOMENS HURON VALLEY CORRECTIONA FACILITY","WOMENS HURON VALLEY CORRECTIONAL FACILITY","state"
689,"Michigan","WOMENS HURON VALLEY CORRECTIONAL FACILITY","WOMENS HURON VALLEY CORRECTIONAL FACILITY","state"
690,"Michigan","WOODLAND CENTER CORRECTIONA FACILITY","WOODLAND CENTER CORRECTIONAL FACILITY","state"
690,"Michigan","WOODLAND CENTER CORRECTIONAL FACILITY","WOODLAND CENTER CORRECTIONAL FACILITY","state"
691,"Minnesota","CENTRAL OFFICE MINNCOR","CENTRAL OFFICE MINNCOR","state"
693,"Minnesota","FARIBAULT","FARIBAULT CORRECTIONAL FACILITY","state"
693,"Minnesota","FARIBAULT CORRECTIONAL FACILITY","FARIBAULT CORRECTIONAL FACILITY","state"
693,"Minnesota","MCF-FARIBAULT","FARIBAULT CORRECTIONAL FACILITY","state"
694,"Minnesota","FIELD SERVICES","FIELD SERVICES","state"
695,"Minnesota","HENNEPIN COUNTY JAIL","HENNEPIN COUNTY JAIL","county"
696,"Minnesota","LINO LAKES","LINO LAKES CORRECTIONAL FACILITY","state"
